10,7.856700005959283e-05
10,4.706000004262023e-05
10,6.768699995518546e-05
10,4.7466000069107395e-05
10,4.8083000024234934e-05
100,0.0004845079999995505
100,0.0005394579999347116
100,0.0006203259999892907
100,0.00044959800004562567
100,0.0006482269999423806
1000,0.007448071999988315
1000,0.00710064500003682
1000,0.0063482150000027104
1000,0.005403105999903346
1000,0.005781802000001335
10000,0.0684272810000266
10000,0.06800930099996094
10000,0.0716460350000716
10000,0.07111707800004297
10000,0.07078600400006962
100000,0.8395512069999995
100000,0.8466336349999892
100000,1.5465439140000399
100000,1.5400350439999784
100000,1.0677384769999207
1000000,10.665979178999919
1000000,10.093173018000016
1000000,12.831864902999996
1000000,11.25280940999994
1000000,13.210402535000071
