1,8.029311500000404,8.53378100000009
1,7.819770300000528,7.840015100000528
1,8.189537700000074,7.5968920000013895
2,8.167403600000398,7.413158900000781
2,8.109914599999684,7.873040899999978
2,8.0365139000005,7.6547055000010005
3,8.278024600000208,7.768570299998828
3,7.31732650000049,5.791701199999807
3,6.69296199999917,6.720279000001028
4,6.251635099999476,5.661784100000659
4,6.372957999999926,5.625690799999575
4,6.32207919999928,5.511477699999887
5,6.352479699999094,5.712355700001353
5,6.392076000000088,5.740120200000092
5,6.54237699999976,5.608081800000946
6,6.391194300000279,5.369344799999453
6,6.468561799998497,5.67609960000118
6,7.211444099999426,5.68137089999982
7,6.37889019999966,6.594019899999694
7,6.538347599998815,6.2710838000002695
7,6.676051399999778,5.592201299999942
8,6.353213700000197,5.4722437000000355
8,7.149254399999336,5.7700022000008175
8,7.324557800000548,5.595547300001272
9,6.510821699999724,5.440753400000176
9,7.0322981999997864,5.7269766999997955
9,7.303490700000111,5.572331399998802
10,6.315408099999331,5.747405299998718
10,9.090897600000972,8.166617299999416
10,7.42410689999997,6.834272699999929
11,6.600698500000362,6.093331600000965
11,7.288529800000106,7.799661700000797
11,8.803288500001145,7.02895399999943
12,7.1531801000001,7.184622000000672
12,6.942740200000117,7.152179900000192
12,7.288216700000703,7.602661299999454
13,8.673123900000064,8.038160199999766
13,7.143744900000456,5.912124599999515
13,6.572557699999379,6.944146300000284
14,7.91542920000029,8.849439999999959
14,8.134571500000675,6.451637499998469
14,7.471132900000157,7.6799264999990555
15,7.650388899999598,7.020402699999977
15,8.24560720000045,6.504681599999458
15,7.41216920000079,8.47078959999999
16,8.47832660000131,7.955566099999487
16,9.034259399999428,7.855464599999323
16,6.982600499999535,7.585289000000557
17,7.650481299999228,8.361456599999656
17,7.133616999999504,8.41220340000109
17,8.79464580000058,7.865497099999629
18,7.8995471999987785,8.128636800000095
18,8.1822959000001,8.94937310000023
18,8.400042900000699,7.7887174999996205
19,7.902207700000872,7.442330600000787
19,8.526157199999943,8.103486599999087
19,8.356875199999195,7.634594400000424
20,7.7541111999998975,7.5422381999997015
20,8.311995099998967,8.437686200000826
20,8.43283700000029,8.054223600000114
21,7.943697799999427,7.471915699999954
21,7.739516199999343,8.433692500000689
21,8.04775570000129,8.5127195999994
22,8.028258199999982,7.559521699999095
22,8.03474819999974,8.007215100000394
22,8.984356500001013,9.378015999998752
23,8.726867699999275,8.499267099999997
23,9.08291939999981,9.155226500000936
23,10.316675999998552,11.652779399999417
24,9.655580700000428,7.213624600000912
24,8.19052179999926,7.938260799999625
24,8.116595700001199,7.9918522000007215
25,7.525624300000345,7.806385800000498
25,7.84263639999881,7.950196499999947
25,7.797190799999953,7.541671899998619
26,7.460643099999288,7.459245199999714
26,7.887425199998688,7.874562099999821
26,7.9090070000002015,7.336785000001328
27,7.794297200000074,7.522365099999661
27,7.870750300000509,7.730990099998962
27,7.767553099998622,7.7192519000000175
28,7.943747699999221,7.447017600001345
28,7.529863800000385,7.994987600000968
28,9.19151359999887,7.063913899999534
29,6.388154099999156,5.507479500000045
29,5.933177699998851,5.6434610999986035
29,5.955007300000943,5.880896200000279
30,6.1009059000007255,5.205106199999136
30,5.582075300000724,5.158179800000653
30,6.4487920999999915,5.669030899998688
31,6.665266899999551,5.208287199999177
31,5.658192799999597,5.166794800001298
31,6.106663600001411,5.4927996000005805
32,6.517843200001153,5.3872071000005235
32,5.512444899999537,5.108755899998869
32,6.438004199999341,7.807936200000768
33,8.961573299999145,6.892462399999204
33,5.83720269999867,5.2694398000003275
33,5.869425999999294,5.204520699999193
34,6.444925499999954,6.1132589999997435
34,6.567994799999724,5.390662600000724
34,5.624285199999576,5.252895299998272
35,6.270456500000364,5.455372200000056
35,6.561628499999642,5.44391429999996
35,5.613593000000037,5.070955999999569
36,6.438901999999871,6.073683299999175
36,6.20265080000172,6.862872100000459
36,5.865864299999885,7.231897499999832
37,8.74238460000015,7.752463400000124
37,6.7839550000007875,5.921339399999852
37,5.787076099999467,5.193362399999387
38,5.60270219999984,5.1776810999999725
38,6.2270308999995905,5.906291899998905
38,6.581874000001335,5.423253900000418
39,8.254946400000335,7.84141610000006
39,8.611602400000265,8.653295600001002
39,8.888255599998956,8.87191619999976
