0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.1
8,0.0
9,0.0
10,0.1
11,0.2
12,0.2
13,0.1
14,0.1
15,0.4
16,0.4
17,0.7
18,0.4
19,0.7
20,1.2
21,2.1
22,1.7
23,1.7
24,1.9
25,3.1
26,2.0
27,3.2
28,4.6
29,4.2
30,5.5
31,5.6
32,7.3
33,7.1
34,8.8
35,7.2
36,10.6
37,10.8
38,13.5
39,13.2
40,15.4
41,17.9
42,17.5
43,19.2
44,24.1
45,25.2
46,26.0
47,30.2
48,34.9
49,35.5
50,39.1
51,43.2
52,42.1
53,45.7
54,49.8
55,51.6
56,54.9
57,59.2
58,62.1
59,66.2
60,70.6
61,70.9
62,77.5
63,77.3
64,78.4
65,83.2
66,87.6
67,88.3
68,90.5
69,91.6
70,93.7
71,94.7
72,95.4
73,97.3
74,97.9
75,98.9
76,97.7
77,99.3
78,99.2
79,99.6
80,99.9
81,100.0
82,99.9
83,100.0
84,100.0
85,100.0
86,100.0
87,100.0
88,100.0
89,100.0
90,100.0
91,100.0
92,100.0
93,100.0
94,100.0
95,100.0
96,100.0
97,100.0
98,100.0
99,100.0
100,100.0
