0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,1
145,1
146,0
147,0
148,0
149,0
150,2
151,1
152,2
153,0
154,0
155,0
156,0
157,0
158,1
159,2
160,1
161,1
162,1
163,1
164,1
165,2
166,3
167,6
168,2
169,2
170,2
171,5
172,5
173,1
174,7
175,8
176,7
177,5
178,4
179,6
180,7
181,5
182,9
183,8
184,6
185,4
186,7
187,7
188,5
189,8
190,10
191,7
192,13
193,11
194,12
195,13
196,12
197,15
198,9
199,19
200,22
201,22
202,18
203,19
204,24
205,24
206,19
207,28
208,19
209,25
210,29
211,24
212,28
213,13
214,35
215,25
216,23
217,29
218,32
219,27
220,27
221,24
222,39
223,32
224,35
225,35
226,35
227,42
228,43
229,47
230,44
231,37
232,38
233,39
234,39
235,52
236,37
237,46
238,50
239,47
240,42
241,45
