10,0.00018580300002213335
10,0.0001810570001907763
10,0.00018195199982073973
100,0.010330420999707712
100,0.008858122999754414
100,0.008381801999803429
1000,0.77057574499986
1000,0.8314504629997828
1000,0.7805830059996879
5,7.176700000854908e-05
5,6.865699970148853e-05
5,7.328599986067275e-05
50,0.002363550000154646
50,0.002144054999916989
50,0.002461486999891349
500,0.1992509169999721
500,0.22140400199987198
500,0.22203106800043315
5000,19.609874409999975
5000,19.66080267899997
5000,21.62810951199981
