10,2.3837000000526132e-05
10,2.101900000184287e-05
10,1.894699999382965e-05
10,4.4929000004856334e-05
10,2.34740000024658e-05
100,0.0002888859999998772
100,0.00025540200000051527
100,0.00022687700000290079
100,0.00027752000000447197
100,0.00028750399999921683
1000,0.0024229660000045783
1000,0.002473123000001465
1000,0.003047844999997551
1000,0.0032323240000025066
1000,0.0024147819999953413
10000,0.02761382199999929
10000,0.029666473999995446
10000,0.02709899100000257
10000,0.026946066999997242
10000,0.02740770800000547
100000,0.29152688799999993
100000,0.2963392520000028
100000,0.2925248380000056
100000,0.31505456499999696
100000,0.2987260379999981
1000000,2.7801514919999946
1000000,2.774690214000003
1000000,2.787047338000008
1000000,2.777161208999999
1000000,2.7875091589999954
