2,0.00012050000003682726,1.0799999984101305e-05,1.460000004271933e-05,1.989999998386338e-05,1.809999997703926e-05
2,0.0001790000000028158,1.5200000007098424e-05,1.889999998638814e-05,2.6000000048043148e-05,2.0500000005085894e-05
2,0.00017930000001342705,1.539999999522479e-05,1.5499999960866262e-05,3.090000001293447e-05,1.7800000023271423e-05
2,0.0012897999999950116,1.550000001770968e-05,7.439999995995095e-05,2.960000000484797e-05,2.1500000002561137e-05
2,0.0012671000000068489,1.539999999522479e-05,1.5300000029583316e-05,3.1100000001060835e-05,1.9800000018221908e-05
3,0.0012307000000078006,1.5700000005836046e-05,1.670000000331129e-05,3.480000003719397e-05,2.1699999990687502e-05
3,0.0009873000000197862,1.589999999396241e-05,1.759999997830164e-05,3.530000003593159e-05,2.3999999996249244e-05
3,0.0013081000000170206,1.550000001770968e-05,0.0003062000000113585,3.4300000038456346e-05,2.3099999964415474e-05
3,0.0011395000000220534,1.6600000037669815e-05,1.7000000013922545e-05,3.4700000014709076e-05,2.419999998437561e-05
3,0.0012533000000303218,1.680000002579618e-05,1.7399999990175274e-05,3.56999999553409e-05,2.0499999948242476e-05
4,0.0011944000000312371,1.680000002579618e-05,1.9199999996999395e-05,4.250000000638465e-05,2.340000003187015e-05
4,0.0011800000000334876,1.7299999967690383e-05,1.8599999975776882e-05,4.059999997707564e-05,2.3600000019996514e-05
4,0.0012158000000113134,1.8400000044493936e-05,2.3199999986900366e-05,4.210000003013192e-05,2.12000000487933e-05
4,0.0017864000000145097,1.2200000014672696e-05,1.9100000031357922e-05,4.110000003265668e-05,2.069999999321226e-05
4,0.0011041000000204804,1.759999997830164e-05,2.0600000027570786e-05,4.0299999966464384e-05,2.2599999965677853e-05
5,0.0011181000000419772,1.8699999998261774e-05,2.069999999321226e-05,4.9699999976837717e-05,2.519999998185085e-05
5,0.0011529999999879692,2.080000001569715e-05,2.160000002504603e-05,3.870000000461005e-05,2.419999998437561e-05
5,0.0012255999999979394,1.770000000078653e-05,0.0007063999999559201,4.619999998567437e-05,2.510000001620938e-05
5,0.001240599999960068,1.809999997703926e-05,2.210000002378365e-05,5.0600000008671486e-05,2.519999998185085e-05
5,0.0012691000000017993,1.9600000030095543e-05,2.1100000026308408e-05,4.910000001245862e-05,2.5600000014947e-05
6,0.001166300000022602,2.080000001569715e-05,2.3499999997511622e-05,5.509999999731008e-05,2.4599999960628338e-05
6,0.001220299999999952,1.950000000761065e-05,2.2699999988162745e-05,4.949999998871135e-05,2.1500000002561137e-05
6,0.0012044000000059896,2.8499999984887836e-05,2.3499999997511622e-05,5.509999999731008e-05,2.469999998311323e-05
6,0.0011602000000152657,1.8800000020746666e-05,2.0600000027570786e-05,6.079999997155028e-05,2.729999999928623e-05
6,0.0001854000000207634,1.759999997830164e-05,2.2700000045006163e-05,6.050000001778244e-05,1.939999998512576e-05
7,0.0002000000000066393,2.119999999194988e-05,2.3300000009385258e-05,6.879999995135222e-05,2.7899999963665323e-05
7,0.00019070000001875087,1.8399999987650517e-05,2.260000002252127e-05,6.38999999864609e-05,2.5899999968714837e-05
7,0.0006109000000265041,2.0199999994474638e-05,2.3600000019996514e-05,6.33000000220818e-05,2.7499999987412593e-05
7,0.00021270000002004963,1.3200000012147939e-05,2.5300000004335743e-05,6.189999999151041e-05,2.6699999978063715e-05
7,0.0009238000000095781,1.9699999995737016e-05,1.679999996895276e-05,3.95999999796004e-05,1.9599999973252125e-05
8,0.0008636000000024069,2.0099999971989746e-05,2.6800000000548607e-05,7.520000002614324e-05,3.429999998161293e-05
8,0.0008126999999831241,2.1699999990687502e-05,1.6099999982088775e-05,0.00010280000003604073,2.99999999811007e-05
8,0.0007087999999839667,2.1399999980076245e-05,2.5399999969977216e-05,6.139999999277279e-05,2.8499999984887836e-05
8,0.0012810999999715023,1.8800000020746666e-05,2.1500000002561137e-05,4.4300000013208773e-05,3.309999999601132e-05
8,0.0010399000000234082,1.8199999999524152e-05,2.4599999960628338e-05,6.690000003573005e-05,2.729999999928623e-05
9,0.0008392999999955464,1.2599999990925426e-05,1.5099999984613532e-05,4.3500000003859896e-05,1.6900000048281072e-05
9,0.0011160999999901833,2.729999999928623e-05,2.339999997502673e-05,8.210000004282847e-05,2.9799999992974335e-05
9,0.0008533999999826847,1.8399999987650517e-05,2.419999998437561e-05,7.279999999809661e-05,2.6300000001810986e-05
9,0.0009832999999730418,2.0500000005085894e-05,2.6199999979326094e-05,6.949999999505962e-05,2.5699999980588473e-05
9,0.0008629000000155429,2.1699999990687502e-05,2.5400000026820635e-05,7.870000001730659e-05,2.7600000009897485e-05
10,0.0008991000000264648,1.989999998386338e-05,2.7099999954316445e-05,8.940000003576642e-05,4.820000003746827e-05
10,0.000885799999991832,1.7899999988912896e-05,2.6200000036169513e-05,8.589999998775966e-05,5.260000000362197e-05
10,0.0008880000000317523,1.9300000019484287e-05,2.6300000001810986e-05,9.339999996882398e-05,4.6499999996285624e-05
10,0.0006946000000311869,1.3299999977789412e-05,1.6399999992700032e-05,8.230000003095483e-05,3.180000004476824e-05
